Gorai.001G000100.1	GO:0016429, GO:0030488
Gorai.007G224300.1	GO:0008080, GO:0008652
Gorai.007G224600.1	GO:0005634
Gorai.007G224700.1	GO:0016021
Gorai.007G224800.1	GO:0016758, GO:0016021
Gorai.007G224900.1	GO:0005524, GO:0003678, GO:0006260, GO:0009378, GO:0006281, GO:0006310
Gorai.007G225300.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237, GO:0009058, GO:0008831, GO:0045226
Gorai.007G225600.1	GO:0005525
Gorai.007G225800.1	GO:0016597, GO:0008152
Gorai.007G226000.1	GO:0008083, GO:0008283, GO:0005576
Gorai.007G226500.1	GO:0003700, GO:0006355
Gorai.007G226700.1	GO:0005515
Gorai.007G226800.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.007G226900.1	GO:0004506, GO:0050660, GO:0055114, GO:0016021
Gorai.007G227000.1	GO:0005525
Gorai.007G227400.1	GO:0016740, GO:0030170, GO:0009058
Gorai.007G227500.1	GO:0003677
Gorai.007G227600.1	GO:0003824, GO:0008152
Gorai.007G228000.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.007G228100.1	GO:0004553, GO:0005975, GO:0016762, GO:0006073, GO:0005618, GO:0048046
Gorai.007G228300.1	GO:0004129, GO:0005743, GO:0005751
Gorai.007G228700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G228800.1	GO:0005515
Gorai.007G229100.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G229200.1	GO:0005515
Gorai.007G229300.1	GO:0022857, GO:0055085, GO:0016021, GO:0005215, GO:0006810, GO:0016020
Gorai.007G229400.1	GO:0004612, GO:0005524, GO:0006094
Gorai.007G229500.1	GO:0003735, GO:0006412, GO:0005840
Gorai.007G229700.1	GO:0003700, GO:0043565, GO:0006355
Gorai.007G230000.1	GO:0004553, GO:0005975
Gorai.007G230200.1	GO:0005524, GO:0016887, GO:0016020
Gorai.007G230700.1	GO:0004222, GO:0006508
Gorai.007G230800.1	GO:0004372, GO:0006544, GO:0006563
Gorai.007G231000.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G231100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G231200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G231300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G231400.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G231500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G231700.1	GO:0016491, GO:0055114
Gorai.007G231800.1	GO:0008270, GO:0016491, GO:0055114
Gorai.007G231900.1	GO:0008270, GO:0016491, GO:0055114
Gorai.007G232000.1	GO:0003723, GO:0008173, GO:0006396
Gorai.007G232200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G232300.1	GO:0003824, GO:0008152
Gorai.007G232800.1	GO:0016758, GO:0008152
Gorai.007G233100.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G233600.1	GO:0005634
Gorai.007G234000.1	GO:0005524, GO:0016887, GO:0016020
Gorai.007G234100.1	GO:0016020
Gorai.007G234300.1	GO:0003924, GO:0005525, GO:0007264, GO:0005622
Gorai.007G234600.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.007G234700.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G234800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G235200.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.007G235300.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.007G235500.1	GO:0042578
Gorai.007G235800.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.007G236200.1	GO:0005524, GO:0016887, GO:0016020
Gorai.007G236500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G236600.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G236700.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G236800.1	GO:0003677
Gorai.007G237100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G237200.1	GO:0004221, GO:0006511
Gorai.007G237300.1	GO:0003677, GO:0046983
Gorai.007G238000.1	GO:0004672, GO:0005524, GO:0006468, GO:0004674, GO:0016021
Gorai.007G238500.1	GO:0003924, GO:0005525, GO:0007264, GO:0005634, GO:0005737, GO:0005622
Gorai.007G238600.1	GO:0003735, GO:0006412, GO:0005840
Gorai.007G238700.1	GO:0016020, GO:0005351, GO:0008643, GO:0000139, GO:0016021, GO:0055085
Gorai.007G238800.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.007G238900.1	GO:0005524, GO:0051082, GO:0006457, GO:0006950
Gorai.007G239000.1	GO:0005509, GO:0005544
Gorai.007G239200.1	GO:0005524, GO:0016887, GO:0006810, GO:0016020
Gorai.007G239900.1	GO:0017150, GO:0050660, GO:0008033, GO:0055114
Gorai.007G240100.1	GO:0005515
Gorai.007G240200.1	GO:0005515
Gorai.007G240400.1	GO:0005515
Gorai.007G240600.1	GO:0003824, GO:0005992
Gorai.007G240700.1	GO:0003700, GO:0006355
Gorai.007G240800.1	GO:0016627, GO:0055114, GO:0003997, GO:0006635, GO:0005777, GO:0003995
Gorai.007G240900.1	GO:0000156, GO:0000160, GO:0006355
Gorai.007G241000.1	GO:0005634
Gorai.007G241100.1	GO:0005525
Gorai.007G241400.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.007G241600.1	GO:0004512, GO:0006021, GO:0008654
Gorai.007G241800.1	GO:0016740, GO:0030170, GO:0009058
Gorai.007G242000.1	GO:0003677, GO:0046983
Gorai.007G242100.1	GO:0006457
Gorai.007G242400.1	GO:0005515
Gorai.007G242500.1	GO:0031305
Gorai.007G242700.1	GO:0016020
Gorai.007G242800.1	GO:0004518, GO:0006281
Gorai.007G243200.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.007G243500.1	GO:0015979, GO:0009522, GO:0009579, GO:0016021
Gorai.007G243600.1	GO:0005506, GO:0009055, GO:0020037, GO:0015979, GO:0031361, GO:0016021
Gorai.007G243700.1	GO:0046872, GO:0015979, GO:0009523, GO:0016021
Gorai.007G243800.1	GO:0009055, GO:0009512
Gorai.007G243900.1	GO:0009512
Gorai.007G244000.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G244300.1	GO:0008308, GO:0006820, GO:0044070, GO:0055085, GO:0005741
Gorai.007G244500.1	GO:0004765, GO:0005524
Gorai.007G244600.1	GO:0005524, GO:0016887
Gorai.007G244700.1	GO:0005737
Gorai.007G244800.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G245100.1	GO:0005525, GO:0007264, GO:0005622
Gorai.007G245200.1	GO:0003700, GO:0043565, GO:0006355
Gorai.007G245300.1	GO:0003774, GO:0005524, GO:0016459
Gorai.007G245500.1	GO:0005515
Gorai.007G245600.1	GO:0008759, GO:0009245
Gorai.007G245800.1	GO:0016787
Gorai.007G246200.1	GO:0003735, GO:0006412, GO:0005840
Gorai.007G246400.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G246500.1	GO:0003700, GO:0043565, GO:0006355
Gorai.007G246600.1	GO:0008080
Gorai.007G246700.1	GO:0004842, GO:0016567, GO:0000151
Gorai.007G246800.1	GO:0006260, GO:0005634
Gorai.007G247300.1	GO:0003676, GO:0003677, GO:0006355, GO:0005634
Gorai.007G247400.1	GO:0008270
Gorai.007G247500.1	GO:0003677, GO:0003700, GO:0016987, GO:0006352, GO:0006355
Gorai.007G247600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G247700.1	GO:0016747
Gorai.007G247800.1	GO:0003723
Gorai.007G247900.1	GO:0016747
Gorai.007G248100.1	GO:0003677, GO:0005524, GO:0016787
Gorai.007G248200.1	GO:0016888
Gorai.007G248400.1	GO:0007049, GO:0007067, GO:0000775, GO:0005634
Gorai.007G248500.1	GO:0016788
Gorai.007G248700.1	GO:0004672, GO:0005524, GO:0006468, GO:0016998
Gorai.007G249200.1	GO:0005515
Gorai.007G249400.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.007G249500.1	GO:0004190, GO:0006508
Gorai.007G250100.1	GO:0008176, GO:0006400
Gorai.007G250200.1	GO:0016788, GO:0006505, GO:0006886, GO:0031227
Gorai.007G250300.1	GO:0005515
Gorai.007G250600.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840, GO:0016779, GO:0008152
Gorai.007G250700.1	GO:0008219, GO:0016021
Gorai.007G251000.1	GO:0005515
Gorai.007G251100.1	GO:0005507, GO:0009055
Gorai.007G251200.1	GO:0005507, GO:0009055
Gorai.007G251300.1	GO:0008060, GO:0008270, GO:0032312
Gorai.007G251400.1	GO:0000774, GO:0042803, GO:0051087, GO:0006457
Gorai.007G251500.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.007G251700.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.007G251800.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.007G251900.1	GO:0016168, GO:0009767, GO:0019684, GO:0009521, GO:0016020
Gorai.007G252000.1	GO:0015979, GO:0009523, GO:0009539, GO:0016020
Gorai.007G252100.1	GO:0022904, GO:0016020
Gorai.007G252200.1	GO:0003899, GO:0046983, GO:0006351
Gorai.007G252300.1	GO:0006909, GO:0005856
Gorai.007G252500.1	GO:0004190, GO:0016021
Gorai.007G252700.1	GO:0003677
Gorai.007G252800.1	GO:0016020
Gorai.007G252900.1	GO:0016491, GO:0055114
Gorai.007G253100.1	GO:0016491, GO:0055114
Gorai.007G253200.1	GO:0003677
Gorai.007G253300.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.007G253400.1	GO:0015979, GO:0009523, GO:0009539, GO:0016020
Gorai.007G253500.1	GO:0003677, GO:0008270, GO:0006355
Gorai.007G253700.1	GO:0004671, GO:0006481, GO:0016021
Gorai.007G254100.1	GO:0008375, GO:0016020
Gorai.007G254300.1	GO:0055085, GO:0016021
Gorai.007G254400.1	GO:0055085, GO:0016021
Gorai.007G254500.1	GO:0008146
Gorai.007G254700.1	GO:0008146
Gorai.007G254800.1	GO:0008146
Gorai.007G254900.1	GO:0008146
Gorai.007G255000.1	GO:0008146
Gorai.007G255200.1	GO:0008146
Gorai.007G255300.1	GO:0003723, GO:0006396
Gorai.007G255400.1	GO:0005524, GO:0003677, GO:0003887, GO:0006260, GO:0009360
Gorai.007G255700.1	GO:0006810, GO:0055085, GO:0016020
Gorai.007G255800.1	GO:0006810, GO:0055085, GO:0016020
Gorai.007G255900.1	GO:0005515
Gorai.007G256000.1	GO:0005515
Gorai.007G256300.1	GO:0016881
Gorai.007G256400.1	GO:0005515, GO:0008270, GO:0018024, GO:0034968, GO:0005634
Gorai.007G256500.1	GO:0004222, GO:0006508
Gorai.007G256600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G256700.1	GO:0047800, GO:0055114
Gorai.007G256900.1	GO:0003676, GO:0005622, GO:0008408, GO:0006139, GO:0006396, GO:0000176
Gorai.007G257200.1	GO:0005515
Gorai.007G257500.1	GO:0003871, GO:0009086, GO:0008270, GO:0008652
Gorai.007G257600.1	GO:0016627, GO:0006629, GO:0005737, GO:0016021
Gorai.007G257800.1	GO:0004197, GO:0006508
Gorai.007G257900.1	GO:0003774, GO:0005524, GO:0016459
Gorai.007G258000.1	GO:0008146
Gorai.007G258100.1	GO:0008146
Gorai.007G258200.1	GO:0008146
Gorai.007G258400.1	GO:0005515, GO:0016070
Gorai.007G258800.1	GO:0005507, GO:0009055
Gorai.007G259100.1	GO:0005507, GO:0009055
Gorai.007G259200.1	GO:0005507, GO:0009055
Gorai.007G259300.1	GO:0005507, GO:0009055
Gorai.007G259600.1	GO:0003676
Gorai.007G259700.1	GO:0005515
Gorai.007G259900.1	GO:0005515
Gorai.007G260000.1	GO:0004553, GO:0005975
Gorai.007G260100.1	GO:0004553, GO:0005975
Gorai.007G260300.1	GO:0016020, GO:0005515
Gorai.007G260600.1	GO:0003677
Gorai.007G260800.1	GO:0005515
Gorai.007G260900.1	GO:0003700, GO:0006355
Gorai.007G261000.1	GO:0051258, GO:0043234, GO:0003924, GO:0005525, GO:0006184
Gorai.007G261100.1	GO:0046872, GO:0006801, GO:0055114
Gorai.007G261200.1	GO:0016760, GO:0030244, GO:0016020
Gorai.007G261300.1	GO:0016760, GO:0030244, GO:0016020
Gorai.007G261400.1	GO:0016760, GO:0030244, GO:0016020
Gorai.007G261500.1	GO:0016760, GO:0030244, GO:0016020
Gorai.007G261700.1	GO:0016760, GO:0030244, GO:0016020
Gorai.007G261800.1	GO:0016760, GO:0030244, GO:0016020
Gorai.007G261900.1	GO:0045454
Gorai.007G262600.1	GO:0004733, GO:0010181, GO:0055114
Gorai.007G262700.1	GO:0043531, GO:0005524
Gorai.007G263400.1	GO:0008270
Gorai.007G263700.1	GO:0031072
Gorai.007G263900.1	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0005737
Gorai.007G264000.1	GO:0004553, GO:0004563, GO:0005975
Gorai.007G264400.1	GO:0005198
Gorai.007G264500.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.007G265100.1	GO:0030570
Gorai.007G266100.1	GO:0016491, GO:0016706, GO:0055114
Gorai.007G266400.1	GO:0016491, GO:0016706, GO:0055114
Gorai.007G266700.1	GO:0005515
Gorai.007G267100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G267200.1	GO:0045454
Gorai.007G267600.1	GO:0003676
Gorai.007G267700.1	GO:0003677, GO:0006355
Gorai.007G267900.1	GO:0003677, GO:0006355
Gorai.007G268200.1	GO:0016787
Gorai.007G268300.1	GO:0005215, GO:0006810, GO:0016020
Gorai.007G268400.1	GO:0003677, GO:0046983
Gorai.007G268500.1	GO:0046422, GO:0055114, GO:0009507
Gorai.007G268800.1	GO:0003677
Gorai.007G269100.1	GO:0045735
Gorai.007G269200.1	GO:0045735
Gorai.007G269400.1	GO:0045735
Gorai.007G269500.1	GO:0045735
Gorai.007G269600.1	GO:0045735
Gorai.007G269700.1	GO:0045735
Gorai.007G269800.1	GO:0045735
Gorai.007G269900.1	GO:0045735
Gorai.007G270000.1	GO:0045735
Gorai.007G270100.1	GO:0045735
Gorai.007G270200.1	GO:0045735
Gorai.007G270300.1	GO:0045735
Gorai.007G270500.1	GO:0045735
Gorai.007G270600.1	GO:0045735
Gorai.007G270700.1	GO:0045735
Gorai.007G270800.1	GO:0045735
Gorai.007G271000.1	GO:0045735
Gorai.007G271100.1	GO:0005515
Gorai.007G271300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G271400.1	GO:0016788, GO:0006629
Gorai.007G271700.1	GO:0016788, GO:0006629
Gorai.007G271900.1	GO:0003700, GO:0006355
Gorai.007G272000.1	GO:0006886, GO:0016192, GO:0030117, GO:0005515
Gorai.007G272600.1	GO:0051258, GO:0043234
Gorai.007G273500.1	GO:0016757
Gorai.007G273600.1	GO:0043531
Gorai.007G273700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G273800.1	GO:0005524, GO:0004222, GO:0006508
Gorai.007G273900.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386, GO:0016787
Gorai.007G274200.1	GO:0005515
Gorai.007G274400.1	GO:0047134, GO:0055114
Gorai.007G274500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G274700.1	GO:0003677
Gorai.007G275000.1	GO:0016616, GO:0051287, GO:0055114
Gorai.007G275800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G276100.1	GO:0003676
Gorai.007G276200.1	GO:0005515, GO:0005634
Gorai.007G276400.1	GO:0016740, GO:0030170, GO:0009058, GO:0016829, GO:0006520
Gorai.007G276500.1	GO:0003677
Gorai.007G276600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G276900.1	GO:0006355, GO:0005634
Gorai.007G277000.1	GO:0006355, GO:0005634
Gorai.007G277100.1	GO:0016787
Gorai.007G277300.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.007G277500.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.007G277600.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.007G277800.1	GO:0015979, GO:0009507, GO:0009523
Gorai.007G277900.1	GO:0015979, GO:0009507, GO:0009523
Gorai.007G278400.1	GO:0003700, GO:0043565, GO:0006355
Gorai.007G278700.1	GO:0003676
Gorai.007G278800.1	GO:0003723
Gorai.007G278900.1	GO:0008270
Gorai.007G279200.1	GO:0034023, GO:0006189
Gorai.007G279300.1	GO:0034023, GO:0006189, GO:0003824, GO:0005524, GO:0008152, GO:0008716
Gorai.007G279500.1	GO:0000287, GO:0016984, GO:0015977
Gorai.007G279700.1	GO:0003774, GO:0005524, GO:0016459, GO:0005515
Gorai.007G279800.1	GO:0004197, GO:0006508
Gorai.007G280100.1	GO:0000156, GO:0000160, GO:0006355, GO:0000155, GO:0007165, GO:0016020, GO:0005515
Gorai.007G280200.1	GO:0008168, GO:0008152
Gorai.007G280700.1	GO:0005515
Gorai.007G280800.1	GO:0003700, GO:0006355
Gorai.007G280900.1	GO:0003700, GO:0006355
Gorai.007G281000.1	GO:0003700, GO:0006355
Gorai.007G281100.1	GO:0005515
Gorai.007G281200.1	GO:0004197, GO:0006508
Gorai.007G281400.1	GO:0008061, GO:0042742, GO:0050832
Gorai.007G281600.1	GO:0015079, GO:0071805, GO:0016020
Gorai.007G281700.1	GO:0008061, GO:0042742, GO:0050832
Gorai.007G281900.1	GO:0008061, GO:0042742, GO:0050832
Gorai.007G282300.1	GO:0005515
Gorai.007G282700.1	GO:0016168, GO:0009767, GO:0019684, GO:0009521, GO:0016020
Gorai.007G283100.1	GO:0016168, GO:0009767, GO:0019684, GO:0009521, GO:0016020
Gorai.007G283500.1	GO:0003684, GO:0006289, GO:0005634
Gorai.007G283700.1	GO:0004751, GO:0009052
Gorai.007G283900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G284000.1	GO:0003723, GO:0009982, GO:0001522, GO:0009451
Gorai.007G284300.1	GO:0003824
Gorai.007G284400.1	GO:0003824
Gorai.007G284900.1	GO:0016491, GO:0055114
Gorai.007G285000.1	GO:0005975
Gorai.007G285300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G285500.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G285600.1	GO:0008270, GO:0016787
Gorai.007G285800.1	GO:0005506
Gorai.007G285900.1	GO:0003676, GO:0008270, GO:0004527, GO:0005622
Gorai.007G286200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G286800.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G286900.1	GO:0005515
Gorai.007G287000.1	GO:0003725, GO:0005622
Gorai.007G287200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G287500.1	GO:0003677
Gorai.007G287600.1	GO:0006355, GO:0005634
Gorai.007G287700.1	GO:0004553, GO:0005975
Gorai.007G287800.1	GO:0003700, GO:0008270, GO:0043565, GO:0006355
Gorai.007G287900.1	GO:0003676, GO:0004519
Gorai.007G288000.1	GO:0003677, GO:0006355, GO:0006367
Gorai.007G288200.1	GO:0016491, GO:0008152
Gorai.007G288300.1	GO:0016491, GO:0008152, GO:0003824, GO:0050662, GO:0044237
Gorai.007G288500.1	GO:0005515
Gorai.007G288800.1	GO:0005524, GO:0044267
Gorai.007G289300.1	GO:0008108, GO:0006012
Gorai.007G289500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G289600.1	GO:0005515
Gorai.007G289700.1	GO:0016491, GO:0006520, GO:0055114
Gorai.007G290200.1	GO:0043531
Gorai.007G290300.1	GO:0043531
Gorai.007G290400.1	GO:0043531, GO:0005524
Gorai.007G290600.1	GO:0043531, GO:0005524
Gorai.007G290900.1	GO:0043531, GO:0005524
Gorai.007G291000.1	GO:0043531, GO:0005524
Gorai.007G291200.1	GO:0003677, GO:0043565, GO:0005622
Gorai.007G291500.1	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0005737
Gorai.007G291700.1	GO:0004871, GO:0000160
Gorai.007G291800.1	GO:0005515
Gorai.007G291900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G292000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G292100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G292200.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G292300.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G292400.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G292500.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G292700.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G292800.1	GO:0008020, GO:0006355, GO:0009584, GO:0018298, GO:0000155, GO:0007165, GO:0016020, GO:0005515, GO:0005524
Gorai.007G292900.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G293000.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G293100.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G293200.1	GO:0022857, GO:0055085, GO:0016021
Gorai.007G293500.1	GO:0004372, GO:0006544, GO:0006563
Gorai.007G294000.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.007G294300.1	GO:0016788, GO:0006629
Gorai.007G294600.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G295100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G295300.1	GO:0046872, GO:0030001
Gorai.007G295500.1	GO:0055085, GO:0016021
Gorai.007G295600.1	GO:0003677, GO:0043565, GO:0005622
Gorai.007G295700.1	GO:0016884
Gorai.007G295800.1	GO:0005515
Gorai.007G295900.1	GO:0016884
Gorai.007G296000.1	GO:0005524
Gorai.007G296100.1	GO:0016491, GO:0008152
Gorai.007G296400.1	GO:0016020
Gorai.007G296600.1	GO:0016757
Gorai.007G296700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G296900.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G297100.1	GO:0031072
Gorai.007G297200.1	GO:0004553, GO:0005975
Gorai.007G297300.1	GO:0009987, GO:0016787
Gorai.007G297700.1	GO:0008270, GO:0005622
Gorai.007G298000.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G298100.1	GO:0005515
Gorai.007G298200.1	GO:0004857, GO:0030599
Gorai.007G298300.1	GO:0003677, GO:0043565, GO:0005622
Gorai.007G298500.1	GO:0003743, GO:0006413
Gorai.007G298700.1	GO:0005509, GO:0015979, GO:0009523, GO:0009654, GO:0019898
Gorai.007G298800.1	GO:0000062, GO:0005515
Gorai.007G298900.1	GO:0005515
Gorai.007G299000.1	GO:0003677
Gorai.007G299200.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.007G299300.1	GO:0005515
Gorai.007G299500.1	GO:0005506, GO:0009055, GO:0016491, GO:0050660, GO:0016021, GO:0055114, GO:0004601, GO:0050664
Gorai.007G299600.1	GO:0046872, GO:0030001
Gorai.007G299700.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G299800.1	GO:0006281
Gorai.007G300100.1	GO:0003779, GO:0030036, GO:0008290
Gorai.007G300600.1	GO:0005515
Gorai.007G300700.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G301000.1	GO:0016787
Gorai.007G301200.1	GO:0016021
Gorai.007G301300.1	GO:0016787, GO:0008152
Gorai.007G301400.1	GO:0016747
Gorai.007G301500.1	GO:0016021
Gorai.007G301600.1	GO:0003723
Gorai.007G302000.1	GO:0030599, GO:0042545, GO:0005618, GO:0004857
Gorai.007G302100.1	GO:0030599, GO:0042545, GO:0005618, GO:0004857
Gorai.007G302500.1	GO:0005515
Gorai.007G302600.1	GO:0016616, GO:0055114
Gorai.007G302800.1	GO:0003824, GO:0008152
Gorai.007G302900.1	GO:0003824
Gorai.007G303300.1	GO:0005515
Gorai.007G303500.1	GO:0003824
Gorai.007G303600.1	GO:0003777, GO:0005524, GO:0007018, GO:0005515
Gorai.007G303700.1	GO:0005515
Gorai.007G303900.1	GO:0016020, GO:0005515
Gorai.007G304000.1	GO:0004806, GO:0006629
Gorai.007G304100.1	GO:0031072
Gorai.007G304300.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.007G304400.1	GO:0006950
Gorai.007G304500.1	GO:0006950
Gorai.007G304600.1	GO:0005525, GO:0007264, GO:0004871, GO:0019001, GO:0007186, GO:0005634, GO:0005737, GO:0005622
Gorai.007G304900.1	GO:0005515
Gorai.007G305400.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.007G305600.1	GO:0006950
Gorai.007G305700.1	GO:0000156, GO:0000160, GO:0006355, GO:0000155, GO:0007165, GO:0016020, GO:0005524
Gorai.007G305800.1	GO:0005509
Gorai.007G306200.1	GO:0005524, GO:0004176, GO:0006508, GO:0004252, GO:0016887
Gorai.007G306400.1	GO:0030410, GO:0030418
Gorai.007G306500.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.007G306700.1	GO:0005515
Gorai.007G306900.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.007G307000.1	GO:0004298, GO:0051603, GO:0005839
Gorai.007G307200.1	GO:0005515
Gorai.007G307300.1	GO:0015979, GO:0009522
Gorai.007G307800.1	GO:0005634
Gorai.007G307900.1	GO:0005525, GO:0007264
Gorai.007G308000.1	GO:0005634
Gorai.007G308200.1	GO:0016021
Gorai.007G308300.1	GO:0003824, GO:0050662, GO:0044237, GO:0008831, GO:0045226
Gorai.007G308400.1	GO:0004345, GO:0050661, GO:0006006, GO:0055114
Gorai.007G308500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G308600.1	GO:0009987
Gorai.007G308900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G309200.1	GO:0005515, GO:0008270
Gorai.007G309300.1	GO:0008152
Gorai.007G309500.1	GO:0005215, GO:0006857, GO:0016020
Gorai.007G309800.1	GO:0003676, GO:0008270, GO:0005524, GO:0008026, GO:0004386, GO:0003677, GO:0016787, GO:0003723, GO:0005634
Gorai.007G309900.1	GO:0005515, GO:0005247, GO:0006821, GO:0055085, GO:0016020
Gorai.007G310300.1	GO:0005515, GO:0047134, GO:0055114
Gorai.007G310400.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G310500.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.007G310600.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.007G310700.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.007G310800.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.007G310900.1	GO:0005515
Gorai.007G311000.1	GO:0005515
Gorai.007G311200.1	GO:0008270, GO:0006886, GO:0006888, GO:0030127
Gorai.007G311700.1	GO:0005515
Gorai.007G311800.1	GO:0003677, GO:0003918, GO:0006265, GO:0005694, GO:0003917
Gorai.007G311900.1	GO:0005515
Gorai.007G312000.1	GO:0000774, GO:0042803, GO:0051087, GO:0006457
Gorai.007G312100.1	GO:0003924, GO:0005525
Gorai.007G312200.1	GO:0003700, GO:0006355
Gorai.007G312400.1	GO:0003677
